,date,hour,month,day,day_literal,year,spd,vsb,temp,dewp,slp,sd,hday,pickups
801,20150203,10,2,3,1,2015,11.0,9.1,15.0,5.0,1019.4,7.20833333333333,0,3846
802,20150203,11,2,3,1,2015,5.0,10.0,15.0,6.0,1021.0,7.25,0,3124
803,20150203,12,2,3,1,2015,6.0,9.1,15.0,6.0,1021.4,7.29166666666667,0,2784
804,20150203,13,2,3,1,2015,5.0,8.0,16.0,6.0,1023.0,7.33333333333333,0,2498
805,20150203,14,2,3,1,2015,6.0,8.0,17.0,6.0,1023.5,7.375,0,2549
806,20150203,15,2,3,1,2015,6.0,8.0,18.0,7.0,1025.0,7.41666666666667,0,3009
807,20150203,16,2,3,1,2015,9.0,9.1,19.0,7.0,1025.6,7.45833333333333,0,3515
808,20150203,17,2,3,1,2015,0.0,9.1,21.0,9.0,1025.6,7.5,0,4445
809,20150203,18,2,3,1,2015,7.0,8.0,22.0,9.0,1025.0,7.54166666666667,0,5400
810,20150203,19,2,3,1,2015,7.0,8.0,23.0,11.0,1024.2,7.58333333333333,0,5896
811,20150203,20,2,3,1,2015,10.5,8.0,24.0,12.0,1024.2,7.625,0,5411
812,20150203,21,2,3,1,2015,14.0,9.1,24.0,10.0,1024.4,7.66666666666667,0,4875
813,20150203,22,2,3,1,2015,5.0,9.1,24.0,10.0,1024.6,7.70833333333333,0,4385
814,20150203,23,2,3,1,2015,10.0,10.0,24.0,11.0,1025.4,7.75,0,3587
815,20150204,0,2,4,2,2015,9.0,9.1,24.0,10.0,1025.6,7.79166666666667,0,2271
816,20150204,1,2,4,2,2015,8.0,9.1,24.0,10.0,1026.0,7.83333333333333,0,1191
817,20150204,2,2,4,2,2015,9.0,10.0,24.0,9.0,1026.2,7.875,0,632
818,20150204,3,2,4,2,2015,9.0,9.1,25.0,10.0,1026.2,7.91666666666667,0,404
819,20150204,4,2,4,2,2015,9.0,10.0,25.0,10.0,1026.4,7.95833333333333,0,416
820,20150204,5,2,4,2,2015,5.0,10.0,25.0,10.0,1026.2,8.0,0,735
821,20150204,6,2,4,2,2015,6.0,9.1,25.0,11.0,1026.4,8.0,0,1270
822,20150204,7,2,4,2,2015,6.0,9.1,25.0,12.0,1026.5,8.0,0,2487
823,20150204,8,2,4,2,2015,5.0,10.0,26.0,11.0,1026.2,8.0,0,3733
824,20150204,9,2,4,2,2015,7.0,10.0,26.0,12.0,1025.1,8.0,0,4073
825,20150204,10,2,4,2,2015,7.0,10.0,27.0,13.0,1025.0,8.0,0,3216
826,20150204,11,2,4,2,2015,7.0,10.0,27.0,15.0,1025.0,8.0,0,2558
827,20150204,12,2,4,2,2015,0.0,10.0,29.0,15.0,1024.9,8.0,0,2567
828,20150204,13,2,4,2,2015,3.0,9.1,31.0,16.0,1024.6,8.0,0,2338
829,20150204,14,2,4,2,2015,5.0,9.1,32.0,18.0,1023.8,8.0,0,2585
830,20150204,15,2,4,2,2015,8.0,9.1,34.0,22.0,1023.2,8.0,0,2806
831,20150204,16,2,4,2,2015,0.0,9.1,36.0,23.0,1023.2,8.0,0,3255
832,20150204,17,2,4,2,2015,5.0,10.0,37.0,22.0,1021.9,8.0,0,3904
833,20150204,18,2,4,2,2015,3.0,9.1,38.0,24.0,1020.3,8.0,0,4883
834,20150204,19,2,4,2,2015,0.0,8.0,37.0,25.0,1018.8,8.0,0,5544
835,20150204,20,2,4,2,2015,3.0,7.0,37.0,25.0,1018.4,8.0,0,4957
836,20150204,21,2,4,2,2015,0.0,7.0,39.0,26.0,1017.4,8.0,0,4573
837,20150204,22,2,4,2,2015,0.0,7.0,39.0,25.0,1017.1,8.0,0,4325
838,20150204,23,2,4,2,2015,5.0,9.1,39.0,26.0,1016.7,8.0,0,3543
839,20150205,0,2,5,3,2015,0.0,10.0,42.0,26.0,1016.4,8.0,0,2276
840,20150205,1,2,5,3,2015,5.0,10.0,42.0,28.0,1015.8,8.0,0,1218
841,20150205,2,2,5,3,2015,6.0,10.0,42.0,26.0,1015.1,8.0,0,703
842,20150205,3,2,5,3,2015,6.0,10.0,42.0,26.0,1014.4,8.0,0,379
843,20150205,4,2,5,3,2015,6.0,10.0,42.0,25.0,1013.2,8.0,0,461
844,20150205,5,2,5,3,2015,9.0,10.0,42.0,25.0,1012.8,8.0,0,757
845,20150205,6,2,5,3,2015,3.0,10.0,42.0,26.0,1011.6,8.0,0,1283
846,20150205,7,2,5,3,2015,8.0,10.0,41.0,26.0,1011.1,8.0,0,2507
847,20150205,8,2,5,3,2015,7.0,10.0,41.0,26.0,1010.4,8.0,0,3795
848,20150205,9,2,5,3,2015,0.0,10.0,40.0,26.0,1010.0,8.0,0,4181
849,20150205,10,2,5,3,2015,6.0,10.0,39.0,27.0,1010.0,8.0,0,3176
850,20150205,11,2,5,3,2015,10.0,9.1,37.0,26.0,1010.8,8.0,0,2618
851,20150205,12,2,5,3,2015,8.0,10.0,34.0,24.0,1011.8,8.0,0,2746
852,20150205,13,2,5,3,2015,11.0,10.0,32.0,22.0,1013.6,8.0,0,2488
853,20150205,14,2,5,3,2015,13.0,10.0,31.0,18.0,1014.8,8.0,0,2754
854,20150205,15,2,5,3,2015,7.0,10.0,29.0,13.0,1016.1,8.0,0,3158
855,20150205,16,2,5,3,2015,9.0,10.0,29.0,9.0,1016.9,8.0,0,3657
856,20150205,17,2,5,3,2015,8.0,10.0,29.0,8.0,1016.7,8.0,0,4579
857,20150205,18,2,5,3,2015,6.0,10.0,29.0,4.0,1016.2,8.0,0,6081
858,20150205,19,2,5,3,2015,9.5,10.0,27.0,2.0,1016.4,8.0,0,7104
859,20150205,20,2,5,3,2015,13.0,10.0,28.0,2.0,1017.0,8.0,0,7103
860,20150205,21,2,5,3,2015,9.5,10.0,25.0,0.0,1017.1,8.0,0,6545
861,20150205,22,2,5,3,2015,6.0,10.0,25.0,2.0,1018.1,8.0,0,6331
862,20150205,23,2,5,3,2015,6.5,10.0,22.0,-2.0,1019.5,8.0,0,5619
863,20150206,0,2,6,4,2015,7.0,10.0,21.0,-2.0,1020.9,8.0,0,3695
864,20150206,1,2,6,4,2015,9.0,10.0,19.0,-6.0,1021.9,8.0,0,1987
865,20150206,2,2,6,4,2015,10.0,10.0,17.0,-5.0,1022.7,8.0,0,1137
866,20150206,3,2,6,4,2015,11.0,10.0,15.0,-4.0,1023.1,8.0,0,688
867,20150206,4,2,6,4,2015,11.0,10.0,15.0,-3.0,1023.2,8.0,0,644
868,20150206,5,2,6,4,2015,11.0,10.0,14.0,-2.0,1023.2,8.0,0,816
869,20150206,6,2,6,4,2015,10.0,10.0,13.0,-2.0,1023.1,8.0,0,1335
870,20150206,7,2,6,4,2015,10.0,10.0,13.0,-2.0,1023.8,8.0,0,2393
871,20150206,8,2,6,4,2015,8.0,10.0,13.0,-2.0,1024.4,8.0,0,3701
872,20150206,9,2,6,4,2015,6.0,10.0,13.0,-3.0,1024.4,8.0,0,4069
873,20150206,10,2,6,4,2015,7.0,10.0,12.0,-3.0,1025.1,8.0,0,3498
874,20150206,11,2,6,4,2015,7.0,10.0,12.0,-3.0,1024.9,8.0,0,2977
875,20150206,12,2,6,4,2015,7.0,10.0,13.0,-3.0,1025.1,8.0,0,2838
876,20150206,13,2,6,4,2015,5.0,10.0,13.0,-3.0,1024.6,8.0,0,2806
877,20150206,14,2,6,4,2015,5.33333333333333,10.0,15.0,-2.0,1024.0,8.0,0,3082
878,20150206,15,2,6,4,2015,5.66666666666667,10.0,17.0,-1.0,1023.2,8.0,0,3376
879,20150206,16,2,6,4,2015,6.0,10.0,19.0,-2.0,1022.2,8.0,0,4020
880,20150206,17,2,6,4,2015,11.0,10.0,19.0,-2.0,1021.1,8.0,0,5009
881,20150206,18,2,6,4,2015,10.5,10.0,22.0,-1.0,1019.9,8.0,0,6090
882,20150206,19,2,6,4,2015,10.0,10.0,24.0,1.0,1019.2,8.0,0,6936
883,20150206,20,2,6,4,2015,14.0,10.0,26.0,1.0,1019.3,8.0,0,7193
884,20150206,21,2,6,4,2015,9.0,10.0,27.0,2.0,1019.2,8.0,0,6289
885,20150206,22,2,6,4,2015,11.0,10.0,26.0,2.0,1019.9,8.0,0,5952
886,20150206,23,2,6,4,2015,6.0,10.0,27.0,3.0,1020.7,8.0,0,6256
887,20150207,0,2,7,5,2015,3.0,10.0,26.0,3.0,1020.9,8.0,0,5588
888,20150207,1,2,7,5,2015,7.0,10.0,26.0,4.0,1021.3,8.0,0,4051
889,20150207,2,2,7,5,2015,5.0,10.0,26.0,4.0,1021.4,8.0,0,2856
890,20150207,3,2,7,5,2015,0.0,10.0,25.0,6.0,1021.4,8.0,0,1847
891,20150207,4,2,7,5,2015,8.0,10.0,26.0,6.0,1021.3,8.0,0,1357
892,20150207,5,2,7,5,2015,0.0,10.0,25.0,7.0,1020.7,8.0,0,872
893,20150207,6,2,7,5,2015,8.0,10.0,26.0,8.0,1020.4,8.0,0,853
894,20150207,7,2,7,5,2015,7.0,10.0,26.0,9.0,1020.0,8.0,0,983
895,20150207,8,2,7,5,2015,6.0,10.0,27.0,9.0,1020.2,8.0,0,1330
896,20150207,9,2,7,5,2015,3.0,10.0,27.0,10.0,1020.4,8.0,0,1719
897,20150207,10,2,7,5,2015,3.0,10.0,27.0,10.0,1020.6,8.0,0,2319
898,20150207,11,2,7,5,2015,3.0,10.0,28.0,11.0,1020.7,8.0,0,2812
899,20150207,12,2,7,5,2015,3.0,10.0,28.0,11.0,1020.9,8.0,0,3170
900,20150207,13,2,7,5,2015,0.0,10.0,29.0,12.0,1020.9,8.0,0,3474
901,20150207,14,2,7,5,2015,6.0,10.0,30.0,12.0,1021.2,8.0,0,3363
902,20150207,15,2,7,5,2015,10.0,10.0,30.0,12.0,1021.1,8.0,0,3304
903,20150207,16,2,7,5,2015,8.0,1.6,29.3333333333333,16.6666666666667,1020.9,8.0,0,3497
904,20150207,17,2,7,5,2015,6.25,1.45,29.75,21.25,1019.5,8.0,0,4297
905,20150207,18,2,7,5,2015,1.5,5.0,31.5,22.0,1017.9,8.0,0,5247
906,20150207,19,2,7,5,2015,0.0,9.1,34.0,19.0,1017.6,8.0,0,6182
907,20150207,20,2,7,5,2015,0.0,10.0,36.0,18.0,1016.7,8.0,0,6277
908,20150207,21,2,7,5,2015,6.0,10.0,36.0,17.0,1016.6,8.0,0,5695
909,20150207,22,2,7,5,2015,6.0,10.0,37.0,19.0,1016.5,8.0,0,5574
910,20150207,23,2,7,5,2015,0.0,10.0,37.0,21.0,1016.4,8.0,0,6001
911,20150208,0,2,8,6,2015,0.0,10.0,38.0,20.0,1016.7,8.0,0,5705
912,20150208,1,2,8,6,2015,0.0,10.0,37.0,20.0,1016.5,8.0,0,4875
913,20150208,2,2,8,6,2015,0.0,9.1,36.0,25.0,1016.1,8.0,0,3719
914,20150208,3,2,8,6,2015,5.0,8.0,35.0,26.0,1015.8,8.0,0,2575
915,20150208,4,2,8,6,2015,3.0,10.0,37.0,22.0,1015.2,8.0,0,1801
916,20150208,5,2,8,6,2015,5.0,9.1,37.0,25.0,1015.1,8.0,0,970
917,20150208,6,2,8,6,2015,6.0,7.0,36.0,27.0,1015.1,8.0,0,846
918,20150208,7,2,8,6,2015,5.0,7.0,35.0,27.0,1014.5,8.0,0,776
919,20150208,8,2,8,6,2015,0.0,7.0,34.0,26.0,1014.6,8.0,0,1021
920,20150208,9,2,8,6,2015,8.0,6.0,33.0,26.0,1014.0,8.0,0,1490
921,20150208,10,2,8,6,2015,6.0,7.0,34.0,27.0,1013.5,8.0,0,1936
922,20150208,11,2,8,6,2015,6.0,7.0,34.0,27.0,1013.5,8.0,0,2553
923,20150208,12,2,8,6,2015,7.0,6.5,34.5,27.5,1013.6,8.0,0,2913
924,20150208,13,2,8,6,2015,7.5,6.0,35.0,29.0,1013.6,8.0,0,3246
925,20150208,14,2,8,6,2015,7.5,5.0,36.0,29.5,1014.1,8.0,0,3283
926,20150208,15,2,8,6,2015,13.0,4.0,35.0,30.0,1013.9,8.0,0,3367
927,20150208,16,2,8,6,2015,11.0,3.0,36.0,30.0,1013.5,8.0,0,3571
928,20150208,17,2,8,6,2015,11.0,3.0,36.0,30.0,1012.7,8.0,0,3688
929,20150208,18,2,8,6,2015,11.0,3.0,35.0,30.0,1011.6,8.0,0,3882
930,20150208,19,2,8,6,2015,11.0,2.75,35.0,30.0,1011.9,8.0,0,3738
931,20150208,20,2,8,6,2015,11.0,2.0,34.0,30.0,1011.5,8.0,0,3143
932,20150208,21,2,8,6,2015,11.6666666666667,2.83333333333333,34.0,30.0,1011.1,8.0,0,2704
933,20150208,22,2,8,6,2015,8.0,3.0,34.0,30.0,1011.4,8.0,0,2562
934,20150208,23,2,8,6,2015,7.0,7.0,35.0,29.5,1012.2,8.0,0,1978
935,20150209,0,2,9,0,2015,7.0,8.0,35.0,29.0,1012.3,8.0,0,1680
936,20150209,1,2,9,0,2015,7.0,7.0,35.0,28.0,1012.8,8.0,0,828
937,20150209,2,2,9,0,2015,10.5,6.0,34.0,28.5,1013.1,8.0,0,437
938,20150209,3,2,9,0,2015,10.0,8.0,32.0,27.0,1013.2,8.0,0,280
939,20150209,4,2,9,0,2015,13.0,9.1,31.0,25.0,1013.0,8.0,0,324
940,20150209,5,2,9,0,2015,10.5,9.1,29.0,23.0,1013.5,8.0,0,699
941,20150209,6,2,9,0,2015,8.0,10.0,28.0,22.0,1013.9,8.0,0,1490
942,20150209,7,2,9,0,2015,10.0,10.0,27.0,21.0,1013.7,8.0,0,2866
943,20150209,8,2,9,0,2015,9.0,10.0,27.0,20.0,1014.6,8.0,0,4314
944,20150209,9,2,9,0,2015,10.0,10.0,26.0,19.0,1013.6,8.0,0,4379
945,20150209,10,2,9,0,2015,10.0,10.0,26.0,19.0,1014.5,8.0,0,3200
946,20150209,11,2,9,0,2015,8.0,10.0,26.0,19.0,1015.2,8.0,0,2615
947,20150209,12,2,9,0,2015,9.0,6.0,25.0,19.0,1014.7,8.0,0,2510
948,20150209,13,2,9,0,2015,7.0,5.0,25.0,19.0,1015.6,8.0,0,2207
949,20150209,14,2,9,0,2015,13.0,5.0,26.0,19.0,1015.7,8.0,0,2443
950,20150209,15,2,9,0,2015,7.0,10.0,26.0,20.0,1016.2,8.0,0,2920
951,20150209,16,2,9,0,2015,11.0,6.0,27.0,21.0,1016.3,8.0,0,2882
952,20150209,17,2,9,0,2015,13.0,9.1,27.0,20.0,1016.3,8.0,0,3507
953,20150209,18,2,9,0,2015,11.6666666666667,10.0,27.0,19.0,1015.7,8.0,0,4549
954,20150209,19,2,9,0,2015,14.0,10.0,27.0,19.0,1015.3,8.0,0,4583
955,20150209,20,2,9,0,2015,11.0,10.0,27.0,20.0,1014.8,8.0,0,4372
956,20150209,21,2,9,0,2015,10.5,10.0,27.0,20.0,1015.1,8.0,0,3973
957,20150209,22,2,9,0,2015,17.0,10.0,27.0,19.0,1015.5,8.0,0,3332
958,20150209,23,2,9,0,2015,13.0,10.0,27.0,19.0,1015.8,8.0,0,2784
959,20150210,0,2,10,1,2015,18.0,10.0,27.0,18.0,1016.1,8.0,0,1855
960,20150210,1,2,10,1,2015,10.0,10.0,27.0,18.0,1016.3,8.0,0,973
961,20150210,2,2,10,1,2015,13.0,10.0,26.0,19.0,1016.5,8.0,0,564
962,20150210,3,2,10,1,2015,11.0,10.0,26.0,18.0,1016.6,8.0,0,359
963,20150210,4,2,10,1,2015,6.0,10.0,27.0,18.0,1016.4,8.0,0,321
964,20150210,5,2,10,1,2015,9.0,10.0,27.0,18.0,1016.4,8.0,0,685
965,20150210,6,2,10,1,2015,8.0,10.0,27.0,18.0,1017.0,8.0,0,1237
966,20150210,7,2,10,1,2015,13.0,10.0,26.0,18.0,1016.8,8.0,0,2380
967,20150210,8,2,10,1,2015,6.0,10.0,26.0,18.0,1016.3,8.0,0,3619
968,20150210,9,2,10,1,2015,9.0,4.5,26.0,19.5,1016.1,8.0,0,3713
969,20150210,10,2,10,1,2015,9.5,10.0,26.0,18.5,1016.4,8.0,0,2751
970,20150210,11,2,10,1,2015,10.0,6.5,26.0,18.0,1017.0,8.0,0,2351
971,20150210,12,2,10,1,2015,10.0,8.05,26.5,18.0,1016.7,8.0,0,2475
972,20150210,13,2,10,1,2015,11.0,10.0,27.0,18.0,1017.5,8.0,0,2267
973,20150210,14,2,10,1,2015,8.66666666666667,10.0,28.0,18.6666666666667,1017.8,8.0,0,2376
974,20150210,15,2,10,1,2015,11.0,10.0,29.0,19.0,1017.6,8.0,0,2748
975,20150210,16,2,10,1,2015,9.0,10.0,31.0,19.0,1017.9,8.0,0,3039
976,20150210,17,2,10,1,2015,8.0,10.0,32.0,20.0,1017.4,8.0,0,3809
977,20150210,18,2,10,1,2015,11.0,10.0,34.0,21.0,1016.6,8.0,0,5184
978,20150210,19,2,10,1,2015,10.0,10.0,37.0,22.0,1016.0,8.0,0,5533
979,20150210,20,2,10,1,2015,13.0,10.0,39.0,21.0,1015.9,8.0,0,5068
980,20150210,21,2,10,1,2015,7.0,10.0,39.0,22.0,1015.9,8.0,0,4709
981,20150210,22,2,10,1,2015,7.0,10.0,38.0,22.0,1016.5,8.0,0,4403
982,20150210,23,2,10,1,2015,7.0,10.0,36.0,21.0,1017.4,8.0,0,3549
983,20150211,0,2,11,2,2015,7.0,10.0,34.0,21.0,1017.8,8.0,0,2375
984,20150211,1,2,11,2,2015,14.0,10.0,33.0,20.0,1017.3,8.0,0,1289
985,20150211,2,2,11,2,2015,10.0,10.0,32.0,20.0,1017.8,8.0,0,704
986,20150211,3,2,11,2,2015,18.0,10.0,31.0,20.0,1017.6,8.0,0,379
987,20150211,4,2,11,2,2015,13.0,10.0,30.0,18.0,1017.1,8.0,0,438
988,20150211,5,2,11,2,2015,15.0,10.0,29.0,17.0,1017.3,8.0,0,767
989,20150211,6,2,11,2,2015,13.0,10.0,28.0,15.0,1017.5,8.0,0,1353
990,20150211,7,2,11,2,2015,6.0,10.0,27.0,13.0,1017.8,8.0,0,2456
991,20150211,8,2,11,2,2015,8.0,10.0,26.0,12.0,1017.7,8.0,0,3829
992,20150211,9,2,11,2,2015,11.0,10.0,24.0,12.0,1017.4,8.0,0,3965
993,20150211,10,2,11,2,2015,13.0,10.0,24.0,12.0,1017.9,8.0,0,3139
994,20150211,11,2,11,2,2015,10.0,10.0,23.0,12.0,1018.2,8.0,0,2681
995,20150211,12,2,11,2,2015,10.0,10.0,22.0,11.0,1018.7,8.0,0,2753
996,20150211,13,2,11,2,2015,10.0,10.0,22.0,9.0,1019.2,8.0,0,2527
997,20150211,14,2,11,2,2015,8.0,10.0,23.0,8.0,1019.0,8.0,0,2680
998,20150211,15,2,11,2,2015,11.0,10.0,26.0,10.0,1018.6,8.0,0,3087
999,20150211,16,2,11,2,2015,7.0,10.0,27.0,10.0,1018.1,8.0,0,3607
1000,20150211,17,2,11,2,2015,8.0,10.0,29.0,9.0,1017.3,8.0,0,4256
1001,20150211,18,2,11,2,2015,7.0,10.0,31.0,9.0,1016.7,8.0,0,5171
1002,20150211,19,2,11,2,2015,6.0,10.0,32.0,9.0,1016.0,8.0,0,5887
1003,20150211,20,2,11,2,2015,6.0,10.0,33.0,9.0,1015.5,8.0,0,5660
1004,20150211,21,2,11,2,2015,3.0,10.0,33.0,8.0,1014.9,8.0,0,5377
1005,20150211,22,2,11,2,2015,5.0,10.0,32.0,9.0,1014.9,8.0,0,4975
1006,20150211,23,2,11,2,2015,0.0,10.0,31.0,10.0,1014.7,8.0,0,4136
1007,20150212,0,2,12,3,2015,0.0,10.0,31.0,10.0,1014.9,8.0,1,2780
1008,20150212,1,2,12,3,2015,6.0,10.0,30.0,15.0,1014.6,8.0,1,1598
1009,20150212,2,2,12,3,2015,0.0,10.0,29.0,15.0,1014.1,8.0,1,777
1010,20150212,3,2,12,3,2015,3.0,10.0,28.0,16.0,1013.6,8.0,1,481
1011,20150212,4,2,12,3,2015,5.0,10.0,29.0,16.0,1013.6,8.0,1,557
1012,20150212,5,2,12,3,2015,0.0,10.0,29.0,16.0,1012.8,8.0,1,815
1013,20150212,6,2,12,3,2015,8.0,10.0,29.0,18.0,1012.3,8.0,1,1393
1014,20150212,7,2,12,3,2015,7.0,10.0,29.0,17.0,1012.0,8.0,1,2632
1015,20150212,8,2,12,3,2015,3.0,10.0,30.0,17.0,1010.9,8.0,1,3946
1016,20150212,9,2,12,3,2015,8.0,10.0,30.0,17.0,1010.5,8.0,1,4160
1017,20150212,10,2,12,3,2015,7.0,10.0,30.0,19.0,1010.0,8.0,1,3316
1018,20150212,11,2,12,3,2015,8.0,10.0,31.0,22.0,1009.7,8.0,1,2631
1019,20150212,12,2,12,3,2015,6.0,10.0,31.0,22.0,1009.4,8.0,1,2693
1020,20150212,13,2,12,3,2015,6.0,8.0,31.0,22.0,1009.3,8.0,1,2637
1021,20150212,14,2,12,3,2015,5.0,8.0,32.0,23.0,1009.1,8.0,1,2819
1022,20150212,15,2,12,3,2015,7.0,7.0,33.0,23.0,1008.5,8.0,1,3766
1023,20150212,16,2,12,3,2015,6.0,7.0,35.0,23.0,1008.0,8.0,1,4134
1024,20150212,17,2,12,3,2015,5.25,2.06,35.0,25.6,1007.3,8.0,1,4905
1025,20150212,18,2,12,3,2015,5.0,5.5,36.0,27.0,1006.4,8.0,1,5691
1026,20150212,19,2,12,3,2015,3.0,6.0,38.0,26.0,1005.6,8.0,1,6483
1027,20150212,20,2,12,3,2015,7.0,4.45,36.75,22.5,1005.6,8.0,1,6546
1028,20150212,21,2,12,3,2015,10.0,10.0,36.0,18.0,1006.4,8.0,1,6433
1029,20150212,22,2,12,3,2015,6.0,10.0,36.0,18.0,1007.2,8.0,1,6528
1030,20150212,23,2,12,3,2015,5.0,10.0,35.0,15.0,1007.9,8.0,1,6079
1031,20150213,0,2,13,4,2015,7.0,10.0,34.0,13.0,1008.4,8.0,0,4514
1032,20150213,1,2,13,4,2015,10.0,10.0,29.0,12.0,1009.6,8.0,0,2748
1033,20150213,2,2,13,4,2015,7.0,10.0,26.0,6.0,1010.1,8.0,0,1594
1034,20150213,3,2,13,4,2015,8.0,10.0,25.0,5.0,1010.8,8.0,0,1022
1035,20150213,4,2,13,4,2015,11.0,10.0,21.0,3.0,1012.1,8.0,0,952
1036,20150213,5,2,13,4,2015,17.0,10.0,16.0,-4.0,1013.3,8.0,0,1056
1037,20150213,6,2,13,4,2015,6.0,10.0,14.0,-5.0,1014.3,8.0,0,1504
1038,20150213,7,2,13,4,2015,9.0,10.0,12.0,-6.0,1015.2,8.0,0,2567
1039,20150213,8,2,13,4,2015,15.0,10.0,11.0,-7.0,1015.6,8.0,0,3945
1040,20150213,9,2,13,4,2015,9.0,10.0,10.0,-9.0,1016.2,8.0,0,4418
1041,20150213,10,2,13,4,2015,14.0,10.0,9.0,-8.0,1017.3,8.0,0,4059
1042,20150213,11,2,13,4,2015,13.0,10.0,9.0,-8.0,1018.3,8.0,0,3562
1043,20150213,12,2,13,4,2015,11.0,10.0,8.0,-8.0,1018.8,8.0,0,3275
1044,20150213,13,2,13,4,2015,5.0,10.0,9.0,-8.0,1020.0,8.0,0,3274
1045,20150213,14,2,13,4,2015,15.0,10.0,10.0,-9.0,1020.3,8.0,0,3373
1046,20150213,15,2,13,4,2015,18.0,10.0,11.0,-9.0,1020.6,8.0,0,3809
1047,20150213,16,2,13,4,2015,8.0,10.0,14.0,-7.0,1021.2,8.0,0,4473
1048,20150213,17,2,13,4,2015,14.0,10.0,16.0,-8.0,1020.8,8.0,0,5249
1049,20150213,18,2,13,4,2015,13.0,10.0,18.0,-6.0,1019.9,8.0,0,6005
1050,20150213,19,2,13,4,2015,8.0,10.0,19.0,-7.0,1019.4,8.0,0,6976
1051,20150213,20,2,13,4,2015,8.0,10.0,20.0,-6.0,1019.2,8.0,0,7883
1052,20150213,21,2,13,4,2015,3.0,10.0,20.0,-5.0,1019.2,8.0,0,7721
1053,20150213,22,2,13,4,2015,7.0,10.0,20.0,-6.0,1019.4,8.0,0,7521
1054,20150213,23,2,13,4,2015,6.0,10.0,20.0,-7.0,1020.0,8.0,0,7424
1055,20150214,0,2,14,5,2015,7.0,10.0,20.0,-6.0,1021.0,8.0,0,6767
1056,20150214,1,2,14,5,2015,9.0,10.0,19.0,-6.0,1021.4,8.0,0,5519
1057,20150214,2,2,14,5,2015,5.0,10.0,18.0,-6.0,1021.7,8.0,0,3834
1058,20150214,3,2,14,5,2015,8.0,10.0,17.0,-7.0,1021.5,8.0,0,2654
1059,20150214,4,2,14,5,2015,7.0,10.0,17.0,-7.0,1021.1,8.0,0,2011
1060,20150214,5,2,14,5,2015,0.0,10.0,17.0,-7.0,1020.5,8.0,0,1287
1061,20150214,6,2,14,5,2015,0.0,10.0,17.0,-6.0,1019.8,8.0,0,1136
1062,20150214,7,2,14,5,2015,0.0,10.0,17.0,-6.0,1018.7,8.0,0,1148
1063,20150214,8,2,14,5,2015,3.0,10.0,18.0,-4.0,1017.6,8.0,0,1465
1064,20150214,9,2,14,5,2015,6.0,10.0,20.0,-2.0,1016.9,8.0,0,2015
1065,20150214,10,2,14,5,2015,0.0,10.0,20.0,0.0,1016.3,8.0,0,2511
1066,20150214,11,2,14,5,2015,3.0,10.0,21.0,1.0,1015.2,8.0,0,3046
1067,20150214,12,2,14,5,2015,6.0,10.0,22.0,3.0,1014.5,8.0,0,3215
1068,20150214,13,2,14,5,2015,3.0,10.0,23.0,5.0,1013.8,8.0,0,3629
1069,20150214,14,2,14,5,2015,8.0,10.0,25.0,6.0,1012.7,8.0,0,3881
1070,20150214,15,2,14,5,2015,9.0,10.0,27.0,8.0,1011.2,8.0,0,4267
1071,20150214,16,2,14,5,2015,7.0,10.0,28.0,11.0,1009.8,8.0,0,5160
1072,20150214,17,2,14,5,2015,5.0,10.0,29.0,11.0,1007.9,8.0,0,6162
1073,20150214,18,2,14,5,2015,8.0,10.0,30.0,12.0,1005.7,8.0,0,6588
1074,20150214,19,2,14,5,2015,8.0,10.0,32.0,10.0,1003.7,8.0,0,7431
1075,20150214,20,2,14,5,2015,7.0,2.16666666666667,30.0,16.3333333333333,1002.6,8.0,0,7618
1076,20150214,21,2,14,5,2015,6.5,2.2,29.0,20.75,1001.3,8.0,0,7207
1077,20150214,22,2,14,5,2015,5.2,0.94,29.0,21.6,1000.7,8.0,0,6697
1078,20150214,23,2,14,5,2015,6.6,3.56,29.0,21.4,1000.7,8.0,0,7027
1079,20150215,0,2,15,6,2015,7.5,8.05,29.0,22.0,1000.7,8.0,0,6885
1080,20150215,1,2,15,6,2015,5.0,9.55,29.0,21.0,1000.0,8.0,0,5408
1081,20150215,2,2,15,6,2015,5.0,9.1,29.0,21.0,998.4,8.0,0,4127
1082,20150215,3,2,15,6,2015,4.8,7.0,28.2,21.8,998.4,8.0,0,2929
1083,20150215,4,2,15,6,2015,9.0,1.9,27.0,21.0,998.3,8.0,0,2296
1084,20150215,5,2,15,6,2015,7.33333333333333,2.6,25.0,18.6666666666667,997.0,8.0,0,1397
1085,20150215,6,2,15,6,2015,10.3333333333333,7.0,24.6666666666667,16.6666666666667,997.0,8.02083333333333,0,840
1086,20150215,7,2,15,6,2015,16.0,5.5,20.5,10.5,998.2,8.04166666666667,0,764
1087,20150215,8,2,15,6,2015,15.0,10.0,18.0,4.0,999.5,8.0625,0,1004
1088,20150215,9,2,15,6,2015,15.0,10.0,16.0,1.0,1000.2,8.08333333333333,0,1434
1089,20150215,10,2,15,6,2015,11.0,8.0,15.0,2.0,1000.7,8.10416666666667,0,2050
1090,20150215,11,2,15,6,2015,9.0,10.0,14.0,1.0,1001.4,8.125,0,2773
1091,20150215,12,2,15,6,2015,17.0,10.0,14.0,1.0,1002.6,8.14583333333333,0,3304
